id,domain,function_name,task,role,params,algorithm,settings,supabase_tables,rls_policy,edge_function
484,channel_storage,tg_channel_func_00484,"Implement channel_storage workflow #484",moderator,"channel_id:user_uuid; actor_id:user_uuid; payload:jsonb; flags:[slow_mode_seconds,allow_reactions]",bandit_ucb1,"slow_mode_seconds;allow_reactions","channel_message_media|channel_scheduled_posts",owner_admin_write_subscriber_read_1,edge_storage_00484
485,channel_cdn,tg_channel_func_00485,"Implement channel_cdn workflow #485",publisher,"channel_id:user_uuid; actor_id:user_uuid; payload:jsonb; flags:[max_post_length,allow_forwarding]",bayesian_ab,"max_post_length;allow_forwarding","channel_reactions|channel_reports",owner_admin_write_subscriber_read_2,edge_cdn_00485
486,channel_cache,tg_channel_func_00486,"Implement channel_cache workflow #486",analyst,"channel_id:user_uuid; actor_id:user_uuid; payload:jsonb; flags:[max_media_per_post,allow_screenshot]",anomaly_zscore,"max_media_per_post;allow_screenshot","channel_comments|channel_moderation_actions",owner_admin_write_subscriber_read_3,edge_cache_00486
487,channel_jobs,tg_channel_func_00487,"Implement channel_jobs workflow #487",support,"channel_id:user_uuid; actor_id:user_uuid; payload:jsonb; flags:[allow_comments,enable_signatures]",spam_score_weighted,"allow_comments;enable_signatures","channel_threads|channel_invites",owner_admin_write_subscriber_read_4,edge_jobs_00487
488,channel_queue,tg_channel_func_00488,"Implement channel_queue workflow #488",bot,"channel_id:user_uuid; actor_id:user_uuid; payload:jsonb; flags:[allow_reactions,default_parse_mode]",toxicity_threshold,"allow_reactions;default_parse_mode","channel_pins|channel_links",owner_admin_write_subscriber_read_5,edge_queue_00488
489,channel_observability,tg_channel_func_00489,"Implement channel_observability workflow #489",subscriber,"channel_id:user_uuid; actor_id:user_uuid; payload:jsonb; flags:[allow_forwarding,retention_days]",link_risk_scoring,"allow_forwarding;retention_days","channel_drafts|channel_qr_tokens",owner_admin_write_subscriber_read_6,edge_observability_00489
490,channel_alerts,tg_channel_func_00490,"Implement channel_alerts workflow #490",guest,"channel_id:user_uuid; actor_id:user_uuid; payload:jsonb; flags:[allow_screenshot,archive_after_days]",duplicate_hash_detection,"allow_screenshot;archive_after_days","channel_scheduled_posts|channel_notifications",owner_admin_write_subscriber_read_7,edge_alerts_00490
491,channel_slo,tg_channel_func_00491,"Implement channel_slo workflow #491",owner,"channel_id:user_uuid; actor_id:user_uuid; payload:jsonb; flags:[enable_signatures,anti_spam_level]",semantic_similarity,"enable_signatures;anti_spam_level","channel_reports|channel_read_states",owner_admin_write_subscriber_read_1,edge_slo_00491
492,channel_testing,tg_channel_func_00492,"Implement channel_testing workflow #492",admin,"channel_id:user_uuid; actor_id:user_uuid; payload:jsonb; flags:[default_parse_mode,auto_translate]",language_detect_fasttext,"default_parse_mode;auto_translate","channel_moderation_actions|channel_analytics_daily",owner_admin_write_subscriber_read_2,edge_testing_00492
493,channel_e2e,tg_channel_func_00493,"Implement channel_e2e workflow #493",editor,"channel_id:user_uuid; actor_id:user_uuid; payload:jsonb; flags:[retention_days,auto_caption]",translation_nmt,"retention_days;auto_caption","channel_invites|channel_ab_experiments",owner_admin_write_subscriber_read_3,edge_e2e_00493
494,channel_load_testing,tg_channel_func_00494,"Implement channel_load_testing workflow #494",moderator,"channel_id:user_uuid; actor_id:user_uuid; payload:jsonb; flags:[archive_after_days,content_filter_level]",thumbnail_saliency,"archive_after_days;content_filter_level","channel_links|channel_audit_logs",owner_admin_write_subscriber_read_4,edge_load_testing_00494
495,channel_chaos,tg_channel_func_00495,"Implement channel_chaos workflow #495",publisher,"channel_id:user_uuid; actor_id:user_uuid; payload:jsonb; flags:[anti_spam_level,rate_limit_per_minute]",trend_ewma,"anti_spam_level;rate_limit_per_minute","channel_qr_tokens|channels",owner_admin_write_subscriber_read_5,edge_chaos_00495
496,channel_release,tg_channel_func_00496,"Implement channel_release workflow #496",analyst,"channel_id:user_uuid; actor_id:user_uuid; payload:jsonb; flags:[auto_translate,realtime_sync]",churn_prediction_logreg,"auto_translate;realtime_sync","channel_notifications|channel_members",owner_admin_write_subscriber_read_6,edge_release_00496
497,channel_feature_flags,tg_channel_func_00497,"Implement channel_feature_flags workflow #497",support,"channel_id:user_uuid; actor_id:user_uuid; payload:jsonb; flags:[auto_caption,is_enabled]",quota_token_bucket,"auto_caption;is_enabled","channel_read_states|channel_messages",owner_admin_write_subscriber_read_7,edge_feature_flags_00497
498,channel_canary,tg_channel_func_00498,"Implement channel_canary workflow #498",bot,"channel_id:user_uuid; actor_id:user_uuid; payload:jsonb; flags:[content_filter_level,is_public]",retry_exponential_backoff,"content_filter_level;is_public","channel_analytics_daily|channel_message_media",owner_admin_write_subscriber_read_1,edge_canary_00498
499,channel_kill_switch,tg_channel_func_00499,"Implement channel_kill_switch workflow #499",subscriber,"channel_id:user_uuid; actor_id:user_uuid; payload:jsonb; flags:[rate_limit_per_minute,requires_approval]",conflict_last_write_wins,"rate_limit_per_minute;requires_approval","channel_ab_experiments|channel_reactions",owner_admin_write_subscriber_read_2,edge_kill_switch_00499
500,channel_support,tg_channel_func_00500,"Implement channel_support workflow #500",guest,"channel_id:user_uuid; actor_id:user_uuid; payload:jsonb; flags:[realtime_sync,slow_mode_seconds]",conflict_manual_merge,"realtime_sync;slow_mode_seconds","channel_audit_logs|channel_comments",owner_admin_write_subscriber_read_3,edge_support_00500
501,channel_admin_console,tg_channel_func_00501,"Implement channel_admin_console workflow #501",owner,"channel_id:user_uuid; actor_id:user_uuid; payload:jsonb; flags:[is_enabled,max_post_length]",rank_by_recency,"is_enabled;max_post_length","channels|channel_threads",owner_admin_write_subscriber_read_4,edge_admin_console_00501
502,channel_creator_tools,tg_channel_func_00502,"Implement channel_creator_tools workflow #502",admin,"channel_id:user_uuid; actor_id:user_uuid; payload:jsonb; flags:[is_public,max_media_per_post]",rank_by_engagement,"is_public;max_media_per_post","channel_members|channel_pins",owner_admin_write_subscriber_read_5,edge_creator_tools_00502
503,channel_branding,tg_channel_func_00503,"Implement channel_branding workflow #503",editor,"channel_id:user_uuid; actor_id:user_uuid; payload:jsonb; flags:[requires_approval,allow_comments]",rank_hybrid_recency_engagement,"requires_approval;allow_comments","channel_messages|channel_drafts",owner_admin_write_subscriber_read_6,edge_branding_00503
504,channel_templates,tg_channel_func_00504,"Implement channel_templates workflow #504",moderator,"channel_id:user_uuid; actor_id:user_uuid; payload:jsonb; flags:[slow_mode_seconds,allow_reactions]",bandit_ucb1,"slow_mode_seconds;allow_reactions","channel_message_media|channel_scheduled_posts",owner_admin_write_subscriber_read_7,edge_templates_00504
505,channel_form_builder,tg_channel_func_00505,"Implement channel_form_builder workflow #505",publisher,"channel_id:user_uuid; actor_id:user_uuid; payload:jsonb; flags:[max_post_length,allow_forwarding]",bayesian_ab,"max_post_length;allow_forwarding","channel_reactions|channel_reports",owner_admin_write_subscriber_read_1,edge_form_builder_00505
506,channel_payments,tg_channel_func_00506,"Implement channel_payments workflow #506",analyst,"channel_id:user_uuid; actor_id:user_uuid; payload:jsonb; flags:[max_media_per_post,allow_screenshot]",anomaly_zscore,"max_media_per_post;allow_screenshot","channel_comments|channel_moderation_actions",owner_admin_write_subscriber_read_2,edge_payments_00506
507,channel_referrals,tg_channel_func_00507,"Implement channel_referrals workflow #507",support,"channel_id:user_uuid; actor_id:user_uuid; payload:jsonb; flags:[allow_comments,enable_signatures]",spam_score_weighted,"allow_comments;enable_signatures","channel_threads|channel_invites",owner_admin_write_subscriber_read_3,edge_referrals_00507
508,channel_campaigns,tg_channel_func_00508,"Implement channel_campaigns workflow #508",bot,"channel_id:user_uuid; actor_id:user_uuid; payload:jsonb; flags:[allow_reactions,default_parse_mode]",toxicity_threshold,"allow_reactions;default_parse_mode","channel_pins|channel_links",owner_admin_write_subscriber_read_4,edge_campaigns_00508
509,channel_ab_tests,tg_channel_func_00509,"Implement channel_ab_tests workflow #509",subscriber,"channel_id:user_uuid; actor_id:user_uuid; payload:jsonb; flags:[allow_forwarding,retention_days]",link_risk_scoring,"allow_forwarding;retention_days","channel_drafts|channel_qr_tokens",owner_admin_write_subscriber_read_5,edge_ab_tests_00509
510,channel_segmentation,tg_channel_func_00510,"Implement channel_segmentation workflow #510",guest,"channel_id:user_uuid; actor_id:user_uuid; payload:jsonb; flags:[allow_screenshot,archive_after_days]",duplicate_hash_detection,"allow_screenshot;archive_after_days","channel_scheduled_posts|channel_notifications",owner_admin_write_subscriber_read_6,edge_segmentation_00510
511,channel_core,tg_channel_func_00511,"Implement channel_core workflow #511",owner,"channel_id:user_uuid; actor_id:user_uuid; payload:jsonb; flags:[enable_signatures,anti_spam_level]",semantic_similarity,"enable_signatures;anti_spam_level","channel_reports|channel_read_states",owner_admin_write_subscriber_read_7,edge_core_00511
512,channel_profile,tg_channel_func_00512,"Implement channel_profile workflow #512",admin,"channel_id:user_uuid; actor_id:user_uuid; payload:jsonb; flags:[default_parse_mode,auto_translate]",language_detect_fasttext,"default_parse_mode;auto_translate","channel_moderation_actions|channel_analytics_daily",owner_admin_write_subscriber_read_1,edge_profile_00512
513,channel_privacy,tg_channel_func_00513,"Implement channel_privacy workflow #513",editor,"channel_id:user_uuid; actor_id:user_uuid; payload:jsonb; flags:[retention_days,auto_caption]",translation_nmt,"retention_days;auto_caption","channel_invites|channel_ab_experiments",owner_admin_write_subscriber_read_2,edge_privacy_00513
514,channel_permissions,tg_channel_func_00514,"Implement channel_permissions workflow #514",moderator,"channel_id:user_uuid; actor_id:user_uuid; payload:jsonb; flags:[archive_after_days,content_filter_level]",thumbnail_saliency,"archive_after_days;content_filter_level","channel_links|channel_audit_logs",owner_admin_write_subscriber_read_3,edge_permissions_00514
515,channel_membership,tg_channel_func_00515,"Implement channel_membership workflow #515",publisher,"channel_id:user_uuid; actor_id:user_uuid; payload:jsonb; flags:[anti_spam_level,rate_limit_per_minute]",trend_ewma,"anti_spam_level;rate_limit_per_minute","channel_qr_tokens|channels",owner_admin_write_subscriber_read_4,edge_membership_00515
516,channel_posts,tg_channel_func_00516,"Implement channel_posts workflow #516",analyst,"channel_id:user_uuid; actor_id:user_uuid; payload:jsonb; flags:[auto_translate,realtime_sync]",churn_prediction_logreg,"auto_translate;realtime_sync","channel_notifications|channel_members",owner_admin_write_subscriber_read_5,edge_posts_00516
517,channel_media,tg_channel_func_00517,"Implement channel_media workflow #517",support,"channel_id:user_uuid; actor_id:user_uuid; payload:jsonb; flags:[auto_caption,is_enabled]",quota_token_bucket,"auto_caption;is_enabled","channel_read_states|channel_messages",owner_admin_write_subscriber_read_6,edge_media_00517
518,channel_reactions,tg_channel_func_00518,"Implement channel_reactions workflow #518",bot,"channel_id:user_uuid; actor_id:user_uuid; payload:jsonb; flags:[content_filter_level,is_public]",retry_exponential_backoff,"content_filter_level;is_public","channel_analytics_daily|channel_message_media",owner_admin_write_subscriber_read_7,edge_reactions_00518
519,channel_comments,tg_channel_func_00519,"Implement channel_comments workflow #519",subscriber,"channel_id:user_uuid; actor_id:user_uuid; payload:jsonb; flags:[rate_limit_per_minute,requires_approval]",conflict_last_write_wins,"rate_limit_per_minute;requires_approval","channel_ab_experiments|channel_reactions",owner_admin_write_subscriber_read_1,edge_comments_00519
520,channel_threads,tg_channel_func_00520,"Implement channel_threads workflow #520",guest,"channel_id:user_uuid; actor_id:user_uuid; payload:jsonb; flags:[realtime_sync,slow_mode_seconds]",conflict_manual_merge,"realtime_sync;slow_mode_seconds","channel_audit_logs|channel_comments",owner_admin_write_subscriber_read_2,edge_threads_00520
521,channel_pinned,tg_channel_func_00521,"Implement channel_pinned workflow #521",owner,"channel_id:user_uuid; actor_id:user_uuid; payload:jsonb; flags:[is_enabled,max_post_length]",rank_by_recency,"is_enabled;max_post_length","channels|channel_threads",owner_admin_write_subscriber_read_3,edge_pinned_00521
522,channel_scheduling,tg_channel_func_00522,"Implement channel_scheduling workflow #522",admin,"channel_id:user_uuid; actor_id:user_uuid; payload:jsonb; flags:[is_public,max_media_per_post]",rank_by_engagement,"is_public;max_media_per_post","channel_members|channel_pins",owner_admin_write_subscriber_read_4,edge_scheduling_00522
523,channel_drafts,tg_channel_func_00523,"Implement channel_drafts workflow #523",editor,"channel_id:user_uuid; actor_id:user_uuid; payload:jsonb; flags:[requires_approval,allow_comments]",rank_hybrid_recency_engagement,"requires_approval;allow_comments","channel_messages|channel_drafts",owner_admin_write_subscriber_read_5,edge_drafts_00523
524,channel_moderation,tg_channel_func_00524,"Implement channel_moderation workflow #524",moderator,"channel_id:user_uuid; actor_id:user_uuid; payload:jsonb; flags:[slow_mode_seconds,allow_reactions]",bandit_ucb1,"slow_mode_seconds;allow_reactions","channel_message_media|channel_scheduled_posts",owner_admin_write_subscriber_read_6,edge_moderation_00524
